Id,Index,Offset,VariationId,BehaviorJudgeId,EzStateBehaviorType_old,RefType,ReferenceId,SfxVariationId,Stamina,Mp,Category,HeroPoint
0,0,0,0,0,0,0,41,0,20,0,9,0
0,0,0,0,0,0,0,42,0,20,0,5,0
0,0,0,0,0,0,0,43,0,20,0,9,0
0,0,0,0,0,0,0,44,0,0,0,5,0
0,0,0,0,0,0,0,200,0,0,0,5,0
0,0,0,0,0,0,0,201,0,0,0,5,0
0,0,0,0,0,0,0,202,0,0,0,5,0
0,0,0,0,0,0,1,12000,0,0,0,4,0
0,0,0,0,0,0,1,360,0,0,0,0,0
0,0,0,0,0,0,0,10110,0,0,0,3,0
0,0,0,0,0,0,0,10111,0,0,0,3,0
0,0,0,0,0,0,0,21500,0,0,0,10,0
0,0,0,0,0,0,0,21501,0,0,0,10,0
0,0,0,0,0,0,0,21510,0,0,0,10,0
0,0,0,0,900,1,1,236,0,0,0,0,0
0,0,0,0,910,1,1,246,0,0,0,0,0
0,0,0,0,0,0,1,13530000,0,0,0,4,0
0,0,0,0,0,0,0,13730000,0,0,0,4,0
0,0,0,0,0,0,0,13730005,0,0,0,4,0
0,0,0,0,0,0,0,13730010,0,0,0,4,0
0,0,0,0,0,0,0,13730100,0,0,0,4,0
0,0,0,0,0,0,0,13730105,0,0,0,4,0
0,0,0,0,0,0,0,13730200,0,0,0,4,0
0,0,0,0,0,0,0,13730205,0,0,0,4,0
0,0,0,0,0,0,0,13730300,0,0,0,4,0
0,0,0,0,0,0,0,13730305,0,0,0,4,0
0,0,0,0,0,0,0,13730400,0,0,0,4,0
0,0,0,0,0,0,0,13730405,0,0,0,4,0
0,0,0,0,0,0,1,13730000,0,0,0,4,0
0,0,0,0,0,0,1,13730100,0,0,0,4,0
0,0,0,0,0,0,1,13730200,0,0,0,4,0
0,0,0,0,0,0,1,13730300,0,0,0,4,0
0,0,0,0,0,0,1,13730400,0,0,0,4,0
0,0,0,0,0,0,1,13750010,0,0,0,4,0
0,0,0,0,0,0,1,13750110,0,0,0,4,0
0,0,0,0,0,0,1,13750210,0,0,0,4,0
0,0,0,0,0,0,1,13750310,0,0,0,4,0
0,0,0,0,0,0,1,13750410,0,0,0,4,0
0,0,0,1000,300,1,1,500,-1,30,0,1,0
0,0,0,1000,310,1,1,501,-1,21,0,1,0
0,0,0,1000,320,1,1,502,-1,14,0,1,0
0,0,0,1000,321,1,1,503,-1,14,0,1,0
0,0,0,1000,322,1,1,504,-1,14,0,1,0
0,0,0,1000,330,1,1,505,-1,18,0,1,0
0,0,0,1000,340,1,1,506,-1,45,0,1,0
0,0,0,1000,350,1,1,507,-1,45,0,1,0
0,0,0,1001,300,1,1,510,-1,40,0,1,0
0,0,0,1001,310,1,1,511,-1,28,0,1,0
0,0,0,1001,320,1,1,512,-1,17,0,1,0
0,0,0,1001,321,1,1,513,-1,17,0,1,0
0,0,0,1001,322,1,1,514,-1,17,0,1,0
0,0,0,1001,330,1,1,515,-1,24,0,1,0
0,0,0,1001,340,1,1,516,0,60,0,1,0
0,0,0,1001,350,1,1,517,-1,60,0,1,0
0,0,0,1002,300,1,1,520,-1,30,0,1,0
0,0,0,1002,310,1,1,521,-1,21,0,1,0
0,0,0,1002,320,1,1,522,-1,14,0,1,0
0,0,0,1002,321,1,1,523,-1,14,0,1,0
0,0,0,1002,322,1,1,524,-1,14,0,1,0
0,0,0,1002,330,1,1,525,-1,18,0,1,0
0,0,0,1002,340,1,1,526,0,45,0,1,0
0,0,0,1002,350,1,1,527,-1,45,0,1,0
0,0,0,1003,300,1,1,530,-1,30,0,1,0
0,0,0,1003,310,1,1,531,-1,21,0,1,0
0,0,0,1003,320,1,1,532,-1,14,0,1,0
0,0,0,1003,321,1,1,533,-1,14,0,1,0
0,0,0,1003,322,1,1,534,-1,14,0,1,0
0,0,0,1003,330,1,1,535,-1,18,0,1,0
0,0,0,1003,340,1,1,536,0,45,0,1,0
0,0,0,1003,350,1,1,537,-1,45,0,1,0
0,0,0,1004,300,1,1,540,-1,30,0,1,0
0,0,0,1004,310,1,1,541,-1,21,0,1,0
0,0,0,1004,320,1,1,542,-1,14,0,1,0
0,0,0,1004,321,1,1,543,-1,14,0,1,0
0,0,0,1004,322,1,1,544,-1,14,0,1,0
0,0,0,1004,330,1,1,545,-1,18,0,1,0
0,0,0,1004,340,1,1,546,0,45,0,1,0
0,0,0,1004,350,1,1,547,-1,45,0,1,0
0,0,0,1005,300,1,1,550,-1,30,0,1,0
0,0,0,1005,310,1,1,551,-1,21,0,1,0
0,0,0,1005,320,1,1,552,-1,14,0,1,0
0,0,0,1005,321,1,1,553,-1,14,0,1,0
0,0,0,1005,322,1,1,554,-1,14,0,1,0
0,0,0,1005,330,1,1,555,-1,18,0,1,0
0,0,0,1005,340,1,1,556,0,45,0,1,0
0,0,0,1005,350,1,1,557,-1,45,0,1,0
0,0,0,1006,300,1,1,560,-1,22,0,1,0
0,0,0,1006,310,1,1,561,-1,15,0,1,0
0,0,0,1006,320,1,1,562,-1,12,0,1,0
0,0,0,1006,321,1,1,563,-1,12,0,1,0
0,0,0,1006,322,1,1,564,-1,12,0,1,0
0,0,0,1006,330,1,1,565,-1,13,0,1,0
0,0,0,1006,340,1,1,566,0,33,0,1,0
0,0,0,1006,350,1,1,567,-1,33,0,1,0
0,0,0,1007,300,1,1,570,-1,30,0,1,0
0,0,0,1007,310,1,1,571,-1,21,0,1,0
0,0,0,1007,320,1,1,572,-1,14,0,1,0
0,0,0,1007,321,1,1,573,-1,14,0,1,0
0,0,0,1007,322,1,1,574,-1,14,0,1,0
0,0,0,1007,330,1,1,575,-1,18,0,1,0
0,0,0,1007,340,1,1,576,0,45,0,1,0
0,0,0,1007,350,1,1,577,-1,45,0,1,0
0,0,0,1050,300,1,1,700,-1,120,0,1,0
0,0,0,1050,310,1,1,701,-1,140,0,1,0
0,0,0,1050,320,1,1,701,-1,140,0,1,0
0,0,0,1051,300,1,1,710,-1,120,0,1,0
0,0,0,1051,310,1,1,711,-1,140,0,1,0
0,0,0,1051,320,1,1,711,-1,140,0,1,0
0,0,0,1052,300,1,1,720,-1,100,0,1,0
0,0,0,1052,310,1,1,721,-1,125,0,1,0
0,0,0,1052,320,1,1,721,-1,125,0,1,0
0,0,0,1100,300,1,1,800,-1,30,0,1,0
0,0,0,1100,305,1,1,805,-1,30,0,1,0
0,0,0,1100,400,1,1,800,-1,30,0,2,0
0,0,0,1100,405,1,1,805,-1,30,0,2,0
0,0,0,1101,300,1,1,810,-1,36,0,1,0
0,0,0,1101,305,1,1,815,-1,36,0,1,0
0,0,0,1101,400,1,1,810,-1,36,0,2,0
0,0,0,1101,405,1,1,815,-1,36,0,2,0
0,0,0,1102,300,1,1,820,-1,30,0,1,0
0,0,0,1102,305,1,1,825,-1,30,0,1,0
0,0,0,1102,400,1,1,820,-1,30,0,2,0
0,0,0,1102,405,1,1,825,-1,30,0,2,0
0,0,0,1103,300,1,1,830,-1,24,0,1,0
0,0,0,1103,305,1,1,835,-1,24,0,1,0
0,0,0,1103,400,1,1,830,-1,24,0,2,0
0,0,0,1103,405,1,1,835,-1,24,0,2,0
0,0,0,1104,300,1,1,840,-1,30,0,1,0
0,0,0,1104,305,1,1,845,-1,30,0,1,0
0,0,0,1104,400,1,1,840,-1,30,0,2,0
0,0,0,1104,405,1,1,845,-1,30,0,2,0
0,0,0,1105,300,1,1,850,-1,30,0,1,0
0,0,0,1105,305,1,1,855,-1,30,0,1,0
0,0,0,1105,400,1,1,850,-1,30,0,2,0
0,0,0,1105,405,1,1,855,-1,30,0,2,0
0,0,0,1106,300,1,1,860,-1,36,0,1,0
0,0,0,1106,305,1,1,865,-1,36,0,1,0
0,0,0,1106,400,1,1,860,-1,36,0,2,0
0,0,0,1106,405,1,1,865,-1,36,0,2,0
0,0,0,2000,0,1,0,2000000,0,12,0,12,0
0,0,0,2000,10,1,0,2000010,0,12,0,12,0
0,0,0,2000,20,1,0,2000020,0,12,0,12,0
0,0,0,2000,30,1,0,2000030,0,42,0,12,0
0,0,0,2000,40,1,0,2000040,0,0,0,12,0
0,0,0,2000,50,1,0,2000050,0,42,0,12,0
0,0,0,2000,100,1,0,2000100,0,27,0,12,0
0,0,0,2000,105,1,0,2000105,0,37,0,12,0
0,0,0,2000,110,1,0,2000110,0,27,0,12,0
0,0,0,2000,115,1,0,2000115,0,37,0,12,0
0,0,0,2000,200,1,0,2000200,0,15,0,11,0
0,0,0,2000,210,1,0,2000210,0,15,0,11,0
0,0,0,2000,220,1,0,2000220,0,15,0,11,0
0,0,0,2000,230,1,0,2000230,0,45,0,11,0
0,0,0,2000,240,1,0,2000240,0,0,0,11,0
0,0,0,2000,250,1,0,2000250,0,40,0,11,0
0,0,0,2000,300,1,0,2000300,0,28,0,11,0
0,0,0,2000,305,1,0,2000305,0,38,0,11,0
0,0,0,2000,310,1,0,2000310,0,28,0,11,0
0,0,0,2000,315,1,0,2000315,0,38,0,11,0
0,0,0,2000,400,1,0,2000400,0,12,0,2,0
0,0,0,2000,402,1,0,2000402,0,12,0,2,0
0,0,0,2000,404,1,0,2000404,0,12,0,2,0
0,0,0,2000,410,1,0,2000410,0,30,0,9,0
0,0,0,2000,420,1,0,2000420,0,30,0,9,0
0,0,0,2000,430,1,0,2000430,0,0,0,0,0
0,0,0,2000,440,1,0,2000440,0,0,0,0,0
0,0,0,2000,450,1,0,2000450,0,15,0,0,0
0,0,0,2000,470,1,0,2000470,0,17,0,12,0
0,0,0,2000,490,1,0,2000490,0,17,0,12,0
0,0,0,2000,500,1,0,2000500,0,17,0,12,0
0,0,0,2000,505,1,0,2000505,0,17,0,12,0
0,0,0,2000,510,1,0,2000510,0,17,0,12,0
0,0,0,2000,515,1,0,2000515,0,5,0,12,0
0,0,0,2000,516,1,0,2000516,0,12,0,12,0
0,0,0,2000,520,1,0,2000520,0,17,0,12,0
0,0,0,2000,530,1,0,2000530,0,20,0,11,0
0,0,0,2000,540,1,0,2000540,0,15,0,12,0
0,0,0,2000,580,1,0,2000580,0,16,0,11,0
0,0,0,2000,600,1,0,2000600,0,0,0,0,0
0,0,0,2000,610,1,0,2000610,0,0,0,0,0
0,0,0,2000,615,1,0,2000615,0,12,0,12,0
0,0,0,2000,700,1,0,2000700,0,30,0,11,0
0,0,0,2000,800,1,0,2000800,0,8,0,0,0
0,0,0,2001,300,1,0,2001300,0,28,0,11,0
0,0,0,2001,305,1,0,2001305,0,38,0,11,0
0,0,0,2001,310,1,0,2001310,0,28,0,11,0
0,0,0,2001,315,1,0,2001315,0,38,0,11,0
0,0,0,2002,0,1,0,2000000,0,12,0,1,0
0,0,0,2002,10,1,0,2000010,0,12,0,1,0
0,0,0,2002,20,1,0,2000020,0,12,0,1,0
0,0,0,2002,30,1,0,2000030,0,42,0,12,0
0,0,0,2002,40,1,0,2000040,0,0,0,12,0
0,0,0,2002,50,1,0,2000050,0,42,0,12,0
0,0,0,2002,100,1,0,2002100,0,27,0,1,0
0,0,0,2002,110,1,0,2002110,0,27,0,1,0
0,0,0,2002,200,1,0,2000200,0,15,0,11,0
0,0,0,2002,210,1,0,2000210,0,15,0,11,0
0,0,0,2002,220,1,0,2000220,0,15,0,11,0
0,0,0,2002,230,1,0,2000230,0,45,0,11,0
0,0,0,2002,240,1,0,2000240,0,0,0,11,0
0,0,0,2002,250,1,0,2000250,0,40,0,11,0
0,0,0,2002,300,1,0,2002300,0,28,0,11,0
0,0,0,2002,310,1,0,2002310,0,28,0,11,0
0,0,0,2002,400,1,0,2000400,0,12,0,2,0
0,0,0,2002,410,1,0,2000410,0,30,0,9,0
0,0,0,2002,420,1,0,2000420,0,30,0,9,0
0,0,0,2002,430,1,0,2000430,0,0,0,0,0
0,0,0,2002,440,1,0,2000440,0,0,0,0,0
0,0,0,2002,450,1,0,2000450,0,15,0,0,0
0,0,0,2002,490,1,0,2000490,0,17,0,12,0
0,0,0,2002,500,1,0,2000500,0,17,0,12,0
0,0,0,2002,505,1,0,2000505,0,17,0,12,0
0,0,0,2002,510,1,0,2000510,0,17,0,12,0
0,0,0,2002,515,1,0,2000515,0,5,0,12,0
0,0,0,2002,516,1,0,2000516,0,12,0,12,0
0,0,0,2002,520,1,0,2000520,0,17,0,1,0
0,0,0,2002,530,1,0,2000530,0,20,0,11,0
0,0,0,2002,540,1,0,2000540,0,15,0,1,0
0,0,0,2002,580,1,0,2000580,0,16,0,11,0
0,0,0,2002,600,1,0,2000600,0,0,0,0,0
0,0,0,2003,0,1,0,2000000,0,12,0,1,0
0,0,0,2003,10,1,0,2000010,0,12,0,1,0
0,0,0,2003,20,1,0,2000020,0,12,0,1,0
0,0,0,2003,30,1,0,2000030,0,42,0,12,0
0,0,0,2003,40,1,0,2000040,0,0,0,12,0
0,0,0,2003,50,1,0,2000050,0,42,0,12,0
0,0,0,2003,100,1,0,2003100,0,27,0,1,0
0,0,0,2003,110,1,0,2003110,0,27,0,1,0
0,0,0,2003,200,1,0,2000200,0,15,0,11,0
0,0,0,2003,210,1,0,2000210,0,15,0,11,0
0,0,0,2003,220,1,0,2000220,0,15,0,11,0
0,0,0,2003,230,1,0,2000230,0,45,0,11,0
0,0,0,2003,240,1,0,2000240,0,0,0,11,0
0,0,0,2003,250,1,0,2000250,0,40,0,11,0
0,0,0,2003,300,1,0,2003300,0,28,0,11,0
0,0,0,2003,310,1,0,2003310,0,28,0,11,0
0,0,0,2003,400,1,0,2000400,0,12,0,2,0
0,0,0,2003,410,1,0,2000410,0,30,0,9,0
0,0,0,2003,420,1,0,2000420,0,30,0,9,0
0,0,0,2003,430,1,0,2000430,0,0,0,0,0
0,0,0,2003,440,1,0,2000440,0,0,0,0,0
0,0,0,2003,450,1,0,2000450,0,15,0,0,0
0,0,0,2003,490,1,0,2000490,0,17,0,12,0
0,0,0,2003,500,1,0,2000500,0,17,0,12,0
0,0,0,2003,505,1,0,2000505,0,17,0,12,0
0,0,0,2003,510,1,0,2000510,0,17,0,12,0
0,0,0,2003,515,1,0,2000515,0,5,0,12,0
0,0,0,2003,516,1,0,2000516,0,12,0,12,0
0,0,0,2003,520,1,0,2000520,0,17,0,1,0
0,0,0,2003,530,1,0,2000530,0,20,0,11,0
0,0,0,2003,540,1,0,2000540,0,15,0,1,0
0,0,0,2003,580,1,0,2000580,0,16,0,11,0
0,0,0,2003,600,1,0,2000600,0,0,0,0,0
0,0,0,2004,0,1,0,2000000,0,12,0,1,0
0,0,0,2004,10,1,0,2000010,0,12,0,1,0
0,0,0,2004,20,1,0,2000020,0,12,0,1,0
0,0,0,2004,30,1,0,2000030,0,42,0,12,0
0,0,0,2004,40,1,0,2000040,0,0,0,12,0
0,0,0,2004,50,1,0,2000050,0,42,0,12,0
0,0,0,2004,100,1,0,2004100,0,27,0,1,0
0,0,0,2004,110,1,0,2004110,0,27,0,1,0
0,0,0,2004,200,1,0,2000200,0,15,0,11,0
0,0,0,2004,210,1,0,2000210,0,15,0,11,0
0,0,0,2004,220,1,0,2000220,0,15,0,11,0
0,0,0,2004,230,1,0,2000230,0,45,0,11,0
0,0,0,2004,240,1,0,2000240,0,0,0,11,0
0,0,0,2004,250,1,0,2000250,0,40,0,11,0
0,0,0,2004,300,1,0,2004300,0,28,0,11,0
0,0,0,2004,310,1,0,2004310,0,28,0,11,0
0,0,0,2004,400,1,0,2000400,0,12,0,2,0
0,0,0,2004,410,1,0,2000410,0,30,0,9,0
0,0,0,2004,420,1,0,2000420,0,30,0,9,0
0,0,0,2004,430,1,0,2000430,0,0,0,0,0
0,0,0,2004,440,1,0,2000440,0,0,0,0,0
0,0,0,2004,450,1,0,2000450,0,15,0,0,0
0,0,0,2004,490,1,0,2000490,0,17,0,12,0
0,0,0,2004,500,1,0,2000500,0,17,0,12,0
0,0,0,2004,505,1,0,2000505,0,17,0,12,0
0,0,0,2004,510,1,0,2000510,0,17,0,12,0
0,0,0,2004,515,1,0,2000515,0,5,0,12,0
0,0,0,2004,516,1,0,2000516,0,12,0,12,0
0,0,0,2004,520,1,0,2000520,0,17,0,1,0
0,0,0,2004,530,1,0,2000530,0,20,0,11,0
0,0,0,2004,540,1,0,2000540,0,15,0,1,0
0,0,0,2004,580,1,0,2000580,0,16,0,11,0
0,0,0,2004,600,1,0,2000600,0,0,0,0,0
0,0,0,2090,620,1,0,2090620,0,9,0,11,0
0,0,0,2090,621,1,0,2090621,0,9,0,11,0
0,0,0,2090,630,1,0,2090630,0,9,0,11,0
0,0,0,2090,631,1,0,2090631,0,9,0,11,0
0,0,0,2090,640,1,0,2090640,0,9,0,11,0
0,0,0,2090,641,1,0,2090641,0,9,0,11,0
0,0,0,2090,750,1,0,2090750,0,11,0,11,0
0,0,0,2090,751,1,0,2090751,0,11,0,11,0
0,0,0,2090,760,1,0,2090760,0,13,0,11,0
0,0,0,2090,761,1,0,2090761,0,13,0,11,0
0,0,0,2010,400,1,0,2010400,0,12,0,2,0
0,0,0,2010,402,1,0,2010402,0,12,0,2,0
0,0,0,2010,404,1,0,2010404,0,12,0,2,0
0,0,0,2020,100,1,0,2020100,0,27,0,1,0
0,0,0,2020,105,1,0,2020105,0,37,0,1,0
0,0,0,2020,110,1,0,2020110,0,27,0,1,0
0,0,0,2020,115,1,0,2020115,0,37,0,1,0
0,0,0,2020,300,1,0,2020300,0,28,0,11,0
0,0,0,2020,305,1,0,2020305,0,38,0,11,0
0,0,0,2020,310,1,0,2020310,0,28,0,11,0
0,0,0,2020,315,1,0,2020315,0,38,0,11,0
0,0,0,2020,700,1,0,2020700,0,50,0,11,0
0,0,0,2030,700,1,0,2030700,0,30,0,11,0
0,0,0,2030,705,1,1,100010800,0,20,0,11,0
0,0,0,2040,400,1,0,2040400,0,12,0,2,0
0,0,0,2040,402,1,0,2040402,0,12,0,2,0
0,0,0,2040,404,1,0,2040404,0,12,0,2,0
0,0,0,2041,0,1,0,2041000,0,12,0,12,0
0,0,0,2041,10,1,0,2041010,0,12,0,12,0
0,0,0,2041,20,1,0,2041020,0,12,0,12,0
0,0,0,2041,30,1,0,2041030,0,42,0,12,0
0,0,0,2041,40,1,0,2041040,0,0,0,12,0
0,0,0,2041,50,1,0,2041050,0,42,0,12,0
0,0,0,2041,100,1,0,2041100,0,27,0,1,0
0,0,0,2041,105,1,0,2041105,0,37,0,1,0
0,0,0,2041,110,1,0,2041110,0,27,0,1,0
0,0,0,2041,115,1,0,2041115,0,37,0,1,0
0,0,0,2041,200,1,0,2041200,0,15,0,11,0
0,0,0,2041,210,1,0,2041210,0,15,0,11,0
0,0,0,2041,220,1,0,2041220,0,15,0,11,0
0,0,0,2041,200,1,0,2041200,0,15,0,11,0
0,0,0,2041,230,1,0,2041230,0,45,0,11,0
0,0,0,2041,240,1,0,2041240,0,0,0,11,0
0,0,0,2041,250,1,0,2041250,0,40,0,11,0
0,0,0,2041,300,1,0,2041300,0,28,0,11,0
0,0,0,2041,305,1,0,2041305,0,38,0,11,0
0,0,0,2041,310,1,0,2041310,0,28,0,11,0
0,0,0,2041,315,1,0,2041315,0,38,0,11,0
0,0,0,2041,520,1,0,2041520,0,17,0,12,0
0,0,0,2041,530,1,0,2041530,0,20,0,11,0
0,0,0,2041,540,1,0,2041540,0,15,0,1,0
0,0,0,2041,580,1,0,2041580,0,16,0,11,0
0,0,0,2042,700,1,0,2042700,0,5,0,0,0
0,0,0,2300,0,1,0,2300000,0,20,0,12,0
0,0,0,2300,10,1,0,2300010,0,20,0,12,0
0,0,0,2300,20,1,0,2300020,0,20,0,12,0
0,0,0,2300,30,1,0,2300030,0,50,0,12,0
0,0,0,2300,40,1,0,2300040,0,0,0,12,0
0,0,0,2300,50,1,0,2300050,0,50,0,12,0
0,0,0,2300,100,1,0,2300100,0,35,0,12,0
0,0,0,2300,105,1,0,2300105,0,45,0,12,0
0,0,0,2300,110,1,0,2300110,0,35,0,12,0
0,0,0,2300,115,1,0,2300115,0,45,0,12,0
0,0,0,2300,200,1,0,2300200,0,25,0,11,0
0,0,0,2300,210,1,0,2300210,0,25,0,11,0
0,0,0,2300,220,1,0,2300220,0,25,0,11,0
0,0,0,2300,230,1,0,2300230,0,55,0,11,0
0,0,0,2300,240,1,0,2300240,0,0,0,11,0
0,0,0,2300,250,1,0,2300250,0,50,0,11,0
0,0,0,2300,300,1,0,2300300,0,38,0,11,0
0,0,0,2300,305,1,0,2300305,0,48,0,11,0
0,0,0,2300,310,1,0,2300310,0,38,0,11,0
0,0,0,2300,315,1,0,2300315,0,48,0,11,0
0,0,0,2300,400,1,0,2300400,0,20,0,2,0
0,0,0,2300,402,1,0,2300402,0,20,0,2,0
0,0,0,2300,404,1,0,2300404,0,20,0,2,0
0,0,0,2300,410,1,0,2300410,0,30,0,9,0
0,0,0,2300,420,1,0,2300420,0,30,0,9,0
0,0,0,2300,430,1,0,2300430,0,0,0,0,0
0,0,0,2300,440,1,0,2300440,0,0,0,0,0
0,0,0,2300,450,1,0,2300450,0,15,0,0,0
0,0,0,2300,470,1,0,2300470,0,25,0,12,0
0,0,0,2300,490,1,0,2300490,0,25,0,12,0
0,0,0,2300,500,1,0,2300500,0,25,0,12,0
0,0,0,2300,505,1,0,2300505,0,25,0,12,0
0,0,0,2300,510,1,0,2300510,0,25,0,12,0
0,0,0,2300,515,1,0,2300515,0,5,0,12,0
0,0,0,2300,516,1,0,2300516,0,20,0,12,0
0,0,0,2300,520,1,0,2300520,0,25,0,12,0
0,0,0,2300,530,1,0,2300530,0,28,0,11,0
0,0,0,2300,540,1,0,2300540,0,30,0,12,0
0,0,0,2300,580,1,0,2300580,0,33,0,11,0
0,0,0,2300,600,1,0,2300600,0,0,0,0,0
0,0,0,2300,610,1,0,2300610,0,0,0,0,0
0,0,0,2300,615,1,0,2300615,0,20,0,12,0
0,0,0,2300,720,1,0,2300720,0,40,0,11,0
0,0,0,2300,722,1,0,2300722,0,50,0,11,0
0,0,0,2300,920,1,0,2300920,0,0,0,0,0
0,0,0,2300,921,1,0,2300921,0,0,0,0,0
0,0,0,2301,100,1,0,2301100,0,35,0,1,0
0,0,0,2301,105,1,0,2301105,0,45,0,1,0
0,0,0,2301,540,1,0,2301540,0,30,0,1,0
0,0,0,2301,580,1,0,2301580,0,33,0,11,0
0,0,0,2302,100,1,0,2302100,0,35,0,1,0
0,0,0,2302,105,1,0,2302105,0,45,0,1,0
0,0,0,2302,110,1,0,2302110,0,35,0,1,0
0,0,0,2302,115,1,0,2302115,0,45,0,1,0
0,0,0,2302,300,1,0,2302300,0,38,0,11,0
0,0,0,2302,305,1,0,2302305,0,48,0,11,0
0,0,0,2302,310,1,0,2302310,0,38,0,11,0
0,0,0,2302,315,1,0,2302315,0,48,0,11,0
0,0,0,2302,580,1,0,2302580,0,33,0,11,0
0,0,0,2303,0,1,0,2300000,0,20,0,1,0
0,0,0,2303,10,1,0,2300010,0,20,0,1,0
0,0,0,2303,20,1,0,2300020,0,20,0,1,0
0,0,0,2303,30,1,0,2300030,0,50,0,12,0
0,0,0,2303,40,1,0,2300040,0,0,0,12,0
0,0,0,2303,50,1,0,2300050,0,50,0,12,0
0,0,0,2303,100,1,0,2303100,0,35,0,1,0
0,0,0,2303,110,1,0,2303110,0,35,0,1,0
0,0,0,2303,200,1,0,2300200,0,25,0,11,0
0,0,0,2303,210,1,0,2300210,0,25,0,11,0
0,0,0,2303,220,1,0,2300220,0,25,0,11,0
0,0,0,2303,230,1,0,2300230,0,55,0,11,0
0,0,0,2303,240,1,0,2300240,0,0,0,11,0
0,0,0,2303,250,1,0,2300250,0,50,0,11,0
0,0,0,2303,300,1,0,2303300,0,38,0,11,0
0,0,0,2303,310,1,0,2303310,0,38,0,11,0
0,0,0,2303,400,1,0,2300400,0,20,0,2,0
0,0,0,2303,410,1,0,2300410,0,30,0,9,0
0,0,0,2303,420,1,0,2300420,0,30,0,9,0
0,0,0,2303,430,1,0,2300430,0,0,0,0,0
0,0,0,2303,440,1,0,2300440,0,0,0,0,0
0,0,0,2303,450,1,0,2300450,0,15,0,0,0
0,0,0,2303,490,1,0,2300490,0,25,0,12,0
0,0,0,2303,500,1,0,2300500,0,25,0,12,0
0,0,0,2303,505,1,0,2300505,0,25,0,12,0
0,0,0,2303,510,1,0,2300510,0,25,0,12,0
0,0,0,2303,515,1,0,2300515,0,5,0,12,0
0,0,0,2303,516,1,0,2300516,0,20,0,12,0
0,0,0,2303,520,1,0,2300520,0,25,0,1,0
0,0,0,2303,530,1,0,2300530,0,28,0,11,0
0,0,0,2303,540,1,0,2300540,0,30,0,1,0
0,0,0,2303,580,1,0,2300580,0,33,0,11,0
0,0,0,2303,600,1,0,2300600,0,0,0,0,0
0,0,0,2304,100,1,0,2304100,0,35,0,1,0
0,0,0,2304,105,1,0,2304105,0,45,0,1,0
0,0,0,2304,110,1,0,2304110,0,35,0,1,0
0,0,0,2304,115,1,0,2304115,0,45,0,1,0
0,0,0,2304,300,1,0,2304300,0,38,0,11,0
0,0,0,2304,305,1,0,2304305,0,48,0,11,0
0,0,0,2304,310,1,0,2304310,0,38,0,11,0
0,0,0,2304,315,1,0,2304315,0,48,0,11,0
0,0,0,2304,700,1,0,2304700,0,50,0,11,0
0,0,0,2305,0,1,0,2301000,0,20,0,1,0
0,0,0,2305,10,1,0,2301010,0,20,0,1,0
0,0,0,2305,20,1,0,2301020,0,20,0,1,0
0,0,0,2305,30,1,0,2301030,0,50,0,12,0
0,0,0,2305,40,1,0,2301040,0,0,0,12,0
0,0,0,2305,50,1,0,2301050,0,50,0,12,0
0,0,0,2305,100,1,0,2305100,0,35,0,1,0
