Id,Index,Offset,BehaviorVariationId,AiThinkId,NameId,TurnVelocity,HitHeight,HitRadius,Weight,HitYOffset,Hp,Mp,GetSoul,ItemLotId_1,ItemLotId_2,ItemLotId_3,ItemLotId_4,ItemLotId_5,ItemLotId_6,HumanityLotId,SpEffectID0,SpEffectID1,SpEffectID2,SpEffectID3,SpEffectID4,SpEffectID5,SpEffectID6,SpEffectID7,GameClearSpEffectID,PhysGuardCutRate,MagGuardCutRate,FireGuardCutRate,ThunGuardCutRate,AnimIdOffset,MoveAnimId,SpMoveAnimId1,SpMoveAnimId2,NetworkWarpDist,DbgBehaviorR1,DbgBehaviorL1,DbgBehaviorR2,DbgBehaviorL2,DbgBehaviorRL,DbgBehaviorRR,DbgBehaviorRD,DbgBehaviorRU,DbgBehaviorLL,DbgBehaviorLR,DbgBehaviorLD,DbgBehaviorLU,AnimIdOffset2,PartsDamageRate1,PartsDamageRate2,PartsDamageRate3,PartsDamageRate4,PartsDamageRate5,PartsDamageRate6,PartsDamageRate7,PartsDamageRate8,WeakPartsDamageRate,SuperArmorRecoverCorrection,SuperArmorBrakeKnockbackDist,Stamina,StaminaRecoverBaseVel,Def_phys,Def_slash,Def_blow,Def_thrust,Def_mag,Def_fire,Def_thun,DefFlickPower,ResistPoison,ResistDisease,ResistBleed,ResistCurse,GhostModelId,NormalChangeResourceId,GuardAngle,SlashGuardCutRate,BlowGuardCutRate,ThrustGuardCutRate,SuperArmorDurability,NormalChangeTexChrId,DropType,KnockbackRate,KnockbackParamId,FallDamageDump,StaminaGuardDef,PcAttrB,PcAttrW,PcAttrL,PcAttrR,AreaAttrB,AreaAttrW,AreaAttrL,AreaAttrR,MpRecoverBaseVel,FlickDamageCutRate,DefaultLodParamId,DrawType,NpcType,TeamType,MoveType,LockDist,Material,MaterialSfx,Material_weak,MaterialSfx_weak,PartsDamageType,MaxUndurationAng,GuardLevel,BurnSfxType,PoisonGuardResist,DiseaseGuardResist,BloodGuardResist,CurseGuardResist,ParryAttack,ParryDefense,SfxSize,PushOutCamRegionRadius,HitStopType,LadderEndChkOffsetTop,LadderEndChkOffsetLow,BitFields0,BitFields1,BitFields2,BitFields3,BitFields4,Def_dark,Phys,Thrust,Strike,Slash,Magic,Fire,Lightning,Dark
0,0,0,0,0,0,0,0,0,0,0,60939,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,80000,71100,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,100,0,0,0,100,100,100,0,999,999,999,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,29,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,0,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,60939,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,100,0,0,0,100,100,100,0,999,999,999,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,12,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,0,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,0,120,0,0,100,0,60939,0,0,-1,-1,-1,-1,-1,-1,-1,5404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,1,0,50,18,100,0,0,0,100,100,100,0,999,999,999,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,13,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,0,16,100,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,60939,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,50,18,100,0,0,0,100,100,100,0,999,999,999,999,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,30,6,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,2,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,100,0,610,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,1,0,50,18,100,0,0,0,100,100,100,0,999,999,999,999,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,-1,0,0,6,3,0,109,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,255,255,0,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,100,0,610,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,1,0,50,18,100,0,0,0,100,100,100,0,999,999,999,999,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,-1,0,0,6,3,0,109,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,255,255,0,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2720,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,100,0,0,0,100,100,100,0,999,999,999,999,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,2,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2720,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,100,0,0,0,100,100,100,0,999,999,999,999,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,8,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,3,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,100,0,0,0,100,100,100,0,999,999,999,999,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,2,26,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,3,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,100,0,0,0,100,100,100,0,999,999,999,999,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,2,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,100,0,0,0,100,100,100,0,999,999,999,999,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,2,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,100,0,0,0,100,100,100,0,999,999,999,999,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,2,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,100,0,0,0,100,100,100,0,999,999,999,999,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,12,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,2,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,100,0,0,0,100,100,100,0,999,999,999,999,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,2,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1500,58800,-1,-1,-1,-1,-1,-1,0,0,0,224700,0,0,0,0,7430,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,100,0,0,0,100,100,100,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,1,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,12000,0,0,0,0,0,0,0,1000,51200,-1,-1,-1,-1,-1,-1,0,0,0,224800,0,0,0,0,7430,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,100,0,0,0,100,100,100,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,26,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,3,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,12000,0,0,0,0,0,0,0,1000,51200,-1,-1,-1,-1,-1,-1,0,0,0,224801,0,0,0,0,7430,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,100,0,0,0,100,100,100,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,26,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,3,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,12000,0,0,0,0,0,0,0,1000,51200,-1,-1,-1,-1,-1,-1,0,0,0,224802,0,0,0,0,7430,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,100,0,0,0,100,100,100,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,26,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,3,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,12000,0,0,0,0,0,0,0,1000,51200,-1,-1,-1,-1,-1,-1,0,0,0,224803,0,0,0,0,7430,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,100,0,0,0,100,100,100,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,26,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,3,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,4000,0,0,0,0,0,0,0,3000,50400,-1,-1,-1,-1,-1,-1,0,0,0,225000,0,0,0,0,7490,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,100,0,0,0,100,100,100,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,26,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,19,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,4000,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,225020,0,0,0,0,325020,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,100,0,0,0,100,100,100,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,2,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,19,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,7000,0,0,0,0,0,0,0,1000,50700,-1,-1,-1,-1,-1,-1,0,0,0,225100,0,0,0,0,7430,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,100,0,0,0,100,100,100,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,26,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,3,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,7000,0,0,0,0,0,0,0,1000,-1,-1,-1,-1,-1,-1,-1,0,0,0,225101,0,0,0,0,7530,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,100,0,0,0,100,100,100,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,26,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,3,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,7000,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,225120,0,0,0,0,325120,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,100,0,0,0,100,100,100,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,2,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,3,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,7000,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,225121,0,0,0,0,325121,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,100,0,0,0,100,100,100,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,2,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,3,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,8000,0,0,0,0,0,0,0,1000,50800,-1,-1,-1,-1,-1,-1,0,0,0,225200,0,0,0,0,7430,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,100,0,0,0,100,100,100,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,26,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,3,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,8000,0,0,0,0,0,0,0,1000,-1,-1,-1,-1,-1,-1,-1,0,0,0,225201,0,0,0,0,325201,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,100,0,0,0,100,100,100,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,3,51,100,1,1,1,1,1,1,1,1
0,0,0,0,0,8000,0,0,0,0,0,0,0,1000,-1,-1,-1,-1,-1,-1,-1,0,0,0,225202,0,0,0,0,325202,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,100,0,0,0,100,100,100,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,3,48,100,1,1,1,1,1,1,1,1
0,0,0,0,0,8000,0,0,0,0,0,0,0,1000,50800,-1,-1,-1,-1,-1,-1,0,0,0,225203,0,0,0,0,7430,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,100,0,0,0,100,100,100,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,3,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,19,48,100,1,1,1,1,1,1,1,1
