Id,Index,Offset,BehaviorVariationId,SortId,WanderingEquipId,Weight,WeaponWeightRate,FixPrice,BasicPrice,SellValue,CorrectStrength,CorrectAgility,CorrectMagic,CorrectFaith,PhysGuardCutRate,MagGuardCutRate,FireGuardCutRate,ThunGuardCutRate,SpEffectBehaviorId1,SpEffectBehaviorId2,SpEffectBehaviorId3,ResidentSpEffectId1,ResidentSpEffectId2,ResidentSpEffectId3,MaterialSetId,OriginEquipWep,OriginEquipWep1,OriginEquipWep2,OriginEquipWep3,OriginEquipWep4,OriginEquipWep5,OriginEquipWep6,OriginEquipWep7,OriginEquipWep8,OriginEquipWep9,OriginEquipWep10,OriginEquipWep11,OriginEquipWep12,OriginEquipWep13,OriginEquipWep14,OriginEquipWep15,AntiDemonDamageRate,AntSaintDamageRate,AntWeakA_DamageRate,AntWeakB_DamageRate,VagrantItemLotId,VagrantBonusEneDropItemLotId,VagrantItemEneDropItemLotId,EquipModelId,IconId,Durability,MaxDurability,ParryDamageLife,AttackThrowEscape,AttackBasePhysics,AttackBaseMagic,AttackBaseFire,AttackBaseThunder,AttackBaseStamina,AttackBasePoise,SaDurability,GuardAngle,Stability,ReinforceTypeId,TrophySGradeId,ThrophySeqId,ThrowAtkRate,BowDistRate,EquipModelCategory,EquipModelGender,WeaponCategory,MotionCategory,GuardMotionCategory,AtkMaterial,DefMaterial,DefSfxMaterial,PhysicsStatFunc,SpAttribute,SpAtkCategory,WepMotionOneHandId,WepMotionBothHandId,ProperStrength,ProperAgility,ProperMagic,ProperFaith,OverStrength,AttackBaseParry,DefenseBaseParry,GuardBaseRepel,AttackBaseRepel,GuardCutCancelRate,GuardLevel,SlashGuardCutRate,BlowGuardCutRate,ThrustGuardCutRate,PoisonGuardResist,DiseaseGuardResist,BloodGuardResist,CurseGuardResist,IsDurabilityDivergence,RightHandEquipable,LeftHandEquipable,Buffs,MagicStatFunc,FireStatFunc,ThunderStatFunc,AttackBaseDark,DarkStatFunc,PoisonStatFunc,BleedStatFunc,ProperLuck,WeaponArt,CorrectLuck,WeaponClass,AecpId
0,0,0,0,890000,0,0,0,0,0,0,0,0,30,60,0,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,100,0,3,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32,0,3,0,0,0,10,10,0,0,0,0,1030
0,0,0,2300,900000,9301000,0,0,0,200,0,50,35,0,0,50,10,35,35,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,9626,0,999,999,1,10,110,0,0,0,40,20,0,0,32,3000,-1,-1,0,-1,7,0,10,23,2,0,100,0,0,1,0,0,10,0,0,0,0,99,0,0,10,40,0,2,0,0,0,40,40,40,38,0,1,1,200,0,0,0,0,0,10,10,0,200,0,51,10000
0,0,0,2300,900000,9301000,0,0,0,200,0,50,35,0,0,50,10,35,35,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,9627,0,999,999,1,10,110,0,0,0,40,20,0,0,32,3000,-1,-1,0,-1,7,0,10,23,2,0,100,0,0,1,0,0,10,0,0,0,0,99,0,0,10,40,0,2,0,0,0,40,40,40,38,0,1,1,200,0,0,0,0,0,10,10,0,200,0,51,10000
0,0,0,2300,900000,9301000,0,0,0,200,0,50,35,0,0,50,10,35,35,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,9628,0,999,999,1,10,110,0,0,0,40,20,0,0,32,3000,-1,-1,0,-1,7,0,10,23,2,0,100,0,0,1,0,0,10,0,0,0,0,99,0,0,10,40,0,2,0,0,0,40,40,40,38,0,1,1,200,0,0,0,0,0,10,10,0,200,0,51,10000
0,0,0,2300,900000,9301000,0,0,0,200,0,50,35,0,0,50,10,35,35,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,9629,0,999,999,1,10,110,0,0,0,40,20,0,0,32,3000,-1,-1,0,-1,7,0,10,23,2,0,100,0,0,1,0,0,10,0,0,0,0,99,0,0,10,40,0,2,0,0,0,40,40,40,38,0,1,1,200,0,0,0,0,0,10,10,0,200,0,51,10000
0,0,0,2300,900000,9301000,0,0,0,200,0,50,35,0,0,50,10,35,35,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,9630,0,999,999,1,10,110,0,0,0,40,20,0,0,32,3000,-1,-1,0,-1,7,0,10,23,2,0,100,0,0,1,0,0,10,0,0,0,0,99,0,0,10,40,0,2,0,0,0,40,40,40,38,0,1,1,200,0,0,0,0,0,10,10,0,200,0,51,10000
0,0,0,2300,900000,9301000,0,0,0,200,0,50,35,0,0,50,10,35,35,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,9631,0,999,999,1,10,110,0,0,0,40,20,0,0,32,3000,-1,-1,0,-1,7,0,10,23,2,0,100,0,0,1,0,0,10,0,0,0,0,99,0,0,10,40,0,2,0,0,0,40,40,40,38,0,1,1,200,0,0,0,0,0,10,10,0,200,0,51,10000
0,0,0,2300,900000,9301000,0,0,0,200,0,50,35,0,0,50,10,35,35,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,0,0,999,999,1,10,110,0,0,0,40,20,0,0,32,3000,-1,-1,0,-1,7,0,11,23,2,0,100,0,0,1,0,0,10,0,0,0,0,99,0,0,10,40,0,2,0,0,0,40,40,40,38,0,1,1,200,0,0,0,0,0,10,10,0,200,0,55,10000
0,0,0,2300,900000,9301000,0,0,0,200,0,50,35,0,0,50,10,35,35,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,0,0,999,999,1,10,110,0,0,0,40,20,0,0,32,3000,-1,-1,0,-1,7,0,11,23,2,0,100,0,0,1,0,0,10,0,0,0,0,99,0,0,10,40,0,2,0,0,0,40,40,40,38,0,1,1,200,0,0,0,0,0,10,10,0,200,0,55,10000
0,0,0,2300,900000,9301000,0,0,0,200,0,50,35,0,0,50,10,35,35,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,0,0,999,999,1,10,110,0,0,0,40,20,0,0,32,3000,-1,-1,0,-1,7,0,11,23,2,0,100,0,0,1,0,0,10,0,0,0,0,99,0,0,10,40,0,2,0,0,0,40,40,40,38,0,1,1,200,0,0,0,0,0,10,10,0,200,0,55,10000
0,0,0,2300,900000,9301000,0,0,0,200,0,50,35,0,0,50,10,35,35,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,0,0,999,999,1,10,110,0,0,0,40,20,0,0,32,3000,-1,-1,0,-1,7,0,11,23,2,0,100,0,0,1,0,0,10,0,0,0,0,99,0,0,10,40,0,2,0,0,0,40,40,40,38,0,1,1,200,0,0,0,0,0,10,10,0,200,0,55,10000
0,0,0,2300,900000,9301000,0,0,0,200,0,50,35,0,0,50,10,35,35,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,0,0,999,999,1,10,110,0,0,0,40,20,0,0,32,3000,-1,-1,0,-1,7,0,11,23,2,0,100,0,0,1,0,0,10,0,0,0,0,99,0,0,10,40,0,2,0,0,0,40,40,40,38,0,1,1,200,0,0,0,0,0,10,10,0,200,0,55,10000
0,0,0,2300,900000,9301000,0,0,0,200,0,50,35,0,0,50,10,35,35,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,0,0,999,999,1,10,110,0,0,0,40,20,0,0,32,3000,-1,-1,0,-1,7,0,11,23,2,0,100,0,0,1,0,0,10,0,0,0,0,99,0,0,10,40,0,2,0,0,0,40,40,40,38,0,1,1,200,0,0,0,0,0,10,10,0,200,0,55,10000
0,0,0,1000,900000,2099000,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,6400,0,0,0,1,10,45,0,0,0,5,20,0,0,0,3000,-1,-1,0,-1,7,0,13,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,64,0,0,0,0,0,10,10,0,0,0,81,10000
0,0,0,1000,900000,2099000,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,9400,0,0,0,1,10,45,0,0,0,5,20,0,0,0,3000,-1,-1,0,-1,7,0,13,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,64,0,0,0,0,0,10,10,0,0,0,81,10000
0,0,0,1000,900000,2099000,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,9401,0,0,0,1,10,45,0,0,0,5,20,0,0,0,3000,-1,-1,0,-1,7,0,13,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,64,0,0,0,0,0,10,10,0,0,0,81,10000
0,0,0,1000,900000,2099000,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,9402,0,0,0,1,10,45,0,0,0,5,20,0,0,0,3000,-1,-1,0,-1,7,0,13,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,64,0,0,0,0,0,10,10,0,0,0,81,10000
0,0,0,1000,900000,2099000,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,9403,0,0,0,1,10,45,0,0,0,5,20,0,0,0,3000,-1,-1,0,-1,7,0,13,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,64,0,0,0,0,0,10,10,0,0,0,81,10000
0,0,0,1000,900000,2099000,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,9404,0,0,0,1,10,45,0,0,0,5,20,0,0,0,3000,-1,-1,0,-1,7,0,13,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,64,0,0,0,0,0,10,10,0,0,0,81,10000
0,0,0,1100,900000,2199000,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,6700,0,0,0,1,10,48,0,0,0,5,20,0,0,0,3000,-1,-1,0,-1,7,0,14,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,64,0,0,0,0,0,10,10,0,0,0,83,10000
0,0,0,1100,900000,2199000,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,9700,0,0,0,1,10,48,0,0,0,5,20,0,0,0,3000,-1,-1,0,-1,7,0,14,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,64,0,0,0,0,0,10,10,0,0,0,83,10000
0,0,0,1100,900000,2199000,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,9701,0,0,0,1,10,48,0,0,0,5,20,0,0,0,3000,-1,-1,0,-1,7,0,14,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,64,0,0,0,0,0,10,10,0,0,0,83,10000
0,0,0,1100,900000,2199000,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,9702,0,0,0,1,10,48,0,0,0,5,20,0,0,0,3000,-1,-1,0,-1,7,0,14,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,64,0,0,0,0,0,10,10,0,0,0,83,10000
0,0,0,1100,900000,2199000,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,9703,0,0,0,1,10,48,0,0,0,5,20,0,0,0,3000,-1,-1,0,-1,7,0,14,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,64,0,0,0,0,0,10,10,0,0,0,83,10000
0,0,0,1100,900000,2199000,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,9704,0,0,0,1,10,48,0,0,0,5,20,0,0,0,3000,-1,-1,0,-1,7,0,14,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,64,0,0,0,0,0,10,10,0,0,0,83,10000
0,0,0,4201,220000,932300,0,1065353216,0,0,0,500,500,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,0,1,1,1,10,20,0,0,0,20,10,0,60,0,3000,-1,-1,0,-1,7,0,9,42,2,3,103,0,0,38913,0,0,0,0,0,0,0,99,0,0,10,22,0,1,0,0,0,0,0,0,0,0,1,1,16,0,0,0,0,0,10,10,0,10,0,33,10000
0,0,0,1000,10200,2099000,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,7000,6000,0,0,1,10,45,0,0,0,5,7,0,0,0,3000,-1,-1,0,-1,7,0,13,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,64,0,0,0,0,0,10,10,0,0,0,81,10000
0,0,0,1003,10500,2099000,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,7010,6001,0,0,1,10,25,0,40,0,5,5,0,0,0,3000,-1,-1,0,-1,7,0,13,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,64,0,0,0,0,0,10,10,0,0,0,81,10000
0,0,0,1004,10600,2099000,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,6500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,7020,6002,0,0,1,10,10,0,0,0,5,5,0,0,0,3000,-1,-1,0,-1,7,0,13,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,64,0,0,0,0,0,10,10,0,0,0,81,10000
0,0,0,1001,10300,2099000,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,7030,6003,0,0,1,10,55,0,0,0,5,7,0,0,0,3000,-1,-1,0,-1,7,0,13,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,64,0,0,0,0,0,10,10,0,0,0,81,10000
0,0,0,1002,10400,2099000,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,7040,6004,0,0,1,10,40,0,0,0,5,5,0,0,0,3000,-1,-1,0,-1,7,0,13,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,64,0,0,0,0,0,10,10,0,0,0,81,10000
0,0,0,1005,10800,2099000,0,0,0,0,3,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,7050,6005,0,0,1,10,0,75,0,0,5,5,0,0,0,3000,-1,-1,0,-1,7,0,13,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,64,0,0,0,0,0,10,10,0,0,0,81,10000
0,0,0,1006,10100,2099000,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,7060,6006,0,0,1,10,30,0,0,0,5,5,0,0,0,3000,-1,-1,0,-1,7,0,13,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,64,0,0,0,0,0,10,10,0,0,0,81,10000
0,0,0,1007,10700,2099000,0,0,0,0,3,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,7070,6016,0,0,1,10,0,0,0,0,5,5,0,0,0,3000,-1,-1,0,-1,7,0,13,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,64,0,0,0,65,0,10,10,0,0,0,81,10000
